resName1,PDB Classification,Uniprot Acc
FE,"Structural genomics,
ZN,SURFACE ACTIVE PROTEIN,P52754
ZN,METAL BINDING PROTEIN,Q4QRE8
ZN,METAL BINDING PROTEIN,Q4QRE8
NI,TRANSCRIPTION REGULATOR,
MG,TRANSPORT PROTEIN,
ZN,RNA BINDING PROTEIN,O58038
ZN,RNA BINDING PROTEIN,O58038
MG,HYDROLASE,B5BP20
MG,UNKNOWN FUNCTION,P9WJ73
ZN,Transcription regulator,P03047
ZN,HYDROLASE,Q10905
ZN,OXIDOREDUCTASE,P41229
MG,TOXIN,F0V195
ZN,PROTEIN BINDING,Q9NUX5
CU,METAL BINDING PROTEIN,Q820S6
ZN,APOPTOSIS INHIBITOR,Q24306
ZN,METAL BINDING PROTEIN,P0C631
CU,METAL TRANSPORT,P17259
ZN,MEMBRANE PROTEIN,
FE,TRANSPORT PROTEIN,B6DMH6
MN,HYDROLASE/HYDROLASE INHIBITOR,P36873
ZN,CELL ADHESION,
ZN,CELL ADHESION,
ZN,CELL ADHESION,
ZN,UNKNOWN FUNCTION,A0A0H3MH91
MN,SIGNALING PROTEIN,P38011
NI,TRANSCRIPTION,Q86U86
NI,TRANSCRIPTION,Q86U86
ZN,HYDROLASE,Q12567
ZN,HYDROLASE,Q12567
ZN,HYDROLASE,Q12567
ZN,TRANSPORT PROTEIN,Q00194
ZN,TRANSLATION,O43583
ZN,LIPOPROTEIN,P9WK65
ZN,TRANSPORT PROTEIN,P49791
ZN,CHAPERONE,Q18688
ZN,CHAPERONE,Q18688
ZN,TRANSLATION,A0A1C7D1B6
FE,METAL BINDING PROTEIN,T1K8P1
ZN,CHAPERONE,Q44177
ZN,CHAPERONE,Q44177
CU,METAL BINDING PROTEIN,Q58AD3
CU1,METAL BINDING PROTEIN,Q58AD3
MG,PROTEIN BINDING,Q5WMC0
MG,PROTEIN BINDING,Q5WMC0
ZN,IMMUNE SYSTEM,P29508
MG,TRANSPORT PROTEIN,Q830V1
MN,IMMUNE SYSTEM,Q02ML7
ZN,STRUCTURAL GENOMICS,P76344
ZN,OXIDOREDUCTASE,D0ITF8
ZN,BIOSYNTHETIC PROTEIN,Q5JFV9
ZN,OXIDOREDUCTASE,1.1.1.1
NI,LIGAND BINDING PROTEIN,O26255
ZN,STRUCTURAL PROTEIN,Q45996
MN,OXIDOREDUCTASE,Q43077
ZN,TRANSCRIPTION,Q9WXS0
FE,"structural genomics,
MG,"STRUCTURAL GENOMICS,
MG,"MEMBRANE PROTEIN,
ZN,CHAPERONE/PROTEIN BINDING,Q9SE33
ZN,CHAPERONE/PROTEIN BINDING,Q9SE33
CO,METAL BINDING PROTEIN,Q5SKL8
CO,METAL BINDING PROTEIN,Q5SKL8
CO,METAL BINDING PROTEIN,Q5SKL8
ZN,HYDROLASE,Q5SHV7
ZN,HYDROLASE,Q5SHV7
ZN,HYDROLASE,Q5SHV7
ZN,HYDROLASE,Q5SHV7
MG,"transcription,
ZN,NUCLEAR PROTEIN,Q10103
ZN,SIGNALING PROTEIN,Q9Y4K3
ZN,SIGNALING PROTEIN,Q9Y4K3
ZN,SIGNALING PROTEIN,Q9Y4K3
ZN,SIGNALING PROTEIN,Q9Y4K3
ZN,SIGNALING PROTEIN,Q9Y4K3
ZN,ATP binding protein,Q9KT04
ZN,ATP binding protein,Q9KT04
ZN,OXIDOREDUCTASE,Q8WRF5
MG,NUCLEIC ACID BINDING PROTEIN,O51076
ZN,HYDROLASE,A0PQS3
MN,SIGNALING PROTEIN,
MG,ISOMERASE,A0NXQ8
MG,VIRAL PROTEIN,P04506
ZN,METAL BINDING PROTEIN,B7FR29
ZN,TRANSCRIPTION,A0A0H2USX5
ZN,HYDROLASE,3.1.3.11
MG,ISOMERASE,5.5.1.25
NI,VIRAL PROTEIN,Q6QT01
ZN,CHAPERONE,P31658
ZN,LYASE,P9WPJ9
MG,RECEPTOR,Q6QLQ4
NI,CELL ADHESION,P13688
ZN,MEMBRANE PROTEIN,P48060
ZN,SUGAR BINDING PROTEIN,L0E2M2
MN,UNKNOWN FUNCTION,B6YTD8
CO,PROTEIN TRANSPORT,Q02821
MG,"STRUCTURAL GENOMICS,
ZN,hormone/growth factor/receptor,O08543
NI,PROTEIN BINDING,Q96A44
ZN,TRANSPORT PROTEIN,E1VBK1
ZN,TRANSPORT PROTEIN,E1VBK1
ZN,TRANSPORT PROTEIN,E1VBK1
ZN,TRANSPORT PROTEIN,P35747
ZN,TRANSPORT PROTEIN,P35747
ZN,TRANSPORT PROTEIN,P35747
ZN,TRANSPORT PROTEIN,P35747
ZN,TRANSPORT PROTEIN,P35747
ZN,TRANSPORT PROTEIN,P35747
ZN,COMPLEX (ANTI-ONCOGENE/ANKYRIN REPEATS),P04637
ZN,BIOSYNTHETIC PROTEIN,Q03202
ZN,TRANSPORT PROTEIN,D1C6A8
ZN,TRANSPORT PROTEIN,D1C6A8
ZN,TRANSCRIPTION,Q5CCK4
ZN,SIGNALING PROTEIN,A0A0M3KL17
MG,PROTEIN BINDING,Q26069
NI,Heme Binding Protein,A0R6E4
MG,Heme Binding Protein,A0R6E4
ZN,OXIDOREDUCTASE,A0A1C7D195
ZN,UNKNOWN FUNCTION,D0VWZ9
MN,"STRUCTURAL GENOMICS,
ZN,OXIDOREDUCTASE,Q52078
MG,IMMUNE SYSTEM,O95407
ZN,VIRAL PROTEIN,E6Y5B1
ZN,VIRAL PROTEIN,E6Y5B1
MG,RNA BINDING PROTEIN,A7TR32
CO,CHAPERONE,A8WFV1
ZN,OXIDOREDUCTASE,O96496
ZN,HYDROLASE,P42676
ZN,OXIDOREDUCTASE,Q9HTD9
ZN,TRANSCRIPTION REGULATOR,Q9V2W6
ZN,PROTEIN TRANSPORT,Q15436
MG,REPLICATION,Q5KXY1
ZN,TRANSCRIPTION,P17429
CO,CELL ADHESION,P98066
ZN,TRANSCRIPTION,Q97WF3
ZN,TRANSCRIPTION,Q97WF3
ZN,"STRUCTURAL GENOMICS,
MG,TRANSFERASE,Q96RG2
ZN,REPLICATION,Q5EAW4
CU,METAL BINDING PROTEIN,P00282
ZN,PROTEIN TRANSPORT/ENDOCYTOSIS,
ZN,Signaling Protein/Signaling Protein,P0AFX7
ZN,TRANSPORT PROTEIN,Q9EYX5
ZN,SIGNALING PROTEIN,Q15109
ZN,SIGNALING PROTEIN,Q15109
MG,"STRUCTURAL GENOMICS,
MG,"STRUCTURAL GENOMICS,
ZN,OXIDOREDUCTASE,P06525
ZN,RIBOSOMAL PROTEIN,
ZN,MEMBRANE PROTEIN,S7AS11
MG,DNA BINDING PROTEIN,P79005
CO,DNA BINDING PROTEIN,P79005
ZN,TRANSCRIPTION,Q57839
ZN,TRANSPORT PROTEIN,
ZN,TRANSCRIPTION,O13881
NI,NUCLEAR RECEPTOR,Q62986
NI,NUCLEAR RECEPTOR,Q62986
ZN,OXIDOREDUCTASE,P39462
ZN,"STRUCTURAL GENOMICS,
CU,METAL BINDING PROTEIN,P23833
ZN,TOXIN,Q8AVA3
ZN,METAL BINDING PROTEIN,A1B2F3
MG,TRANSFERASE,P9WK17
ZN,METAL BINDING PROTEIN,Q8U3V1
ZN,PROTEIN TRANSPORT,O95166
MG,STRUCTURAL PROTEIN,Q2XVP4
MG,CELL CYCLE,P20248
ZN,METAL TRANSPORT,P05067
ZN,UNKNOWN FUNCTION,Q8U1S6
ZN,SUGAR BINDING PROTEIN,Q8L5H4
MG,TRANSCRIPTION,P51449
MG,LIPID BINDING PROTEIN,P53860
ZN,OXIDOREDUCTASE,P42328
ZN,LYASE,Q51669
ZN,METAL-BINDING,Q9UGI8
ZN,PROTEIN TRANSPORT,P53992
ZN,Transcription/MEMBRANE PROTEIN,P9WJ67
MN,"STRUCTURAL GENOMICS,
NI,TRANSPORT PROTEIN,P10903
ZN,"Structural Genomics,
ZN,APOPTOSIS,Q07820
ZN,APOPTOSIS,Q07820
ZN,CELL ADHESION,Q8AAZ2
ZN,CELL ADHESION,Q8AAZ2
ZN,RNA BINDING PROTEIN,
NI,STRUCTURAL PROTEIN,A0A0H2UNM7
NI,STRUCTURAL PROTEIN,A0A0H2UNM7
MN,UNKNOWN FUNCTION,Q8PPZ5
ZN,IMMUNE SYSTEM,Q15326
MG,PROTEIN BINDING,Q9ESN4
MG,MEMBRANE PROTEIN,P02943
ZN,UNKNOWN FUNCTION,
ZN,LIGASE,Q9X0G6
ZN,LIGASE,Q9X0G6
ZN,"STRUCTURAL GENOMICS,
ZN,"STRUCTURAL GENOMICS,
ZN,ENDOCYTOSIS/EXOCYTOSIS,Q12038
ZN,TRANSCRIPTION,
ZN,TRANSCRIPTION,
ZN,ONCOPROTEIN,P25791
ZN,ONCOPROTEIN,P25791
ZN,ONCOPROTEIN,P25791
ZN,TOXIN,B8QGZ7
ZN,TOXIN,B8QGZ7
ZN,METAL BINDING PROTEIN,Q8DQ09
ZN,RNA BINDING PROTEIN,
ZN,TRANSCRIPTION,Q9L2H5
ZN,TRANSCRIPTION,Q9H6I2
ZN,TRANSCRIPTION,Q9H6I2
ZN,OXIDOREDUCTASE,P00330
ZN,IMMUNE SYSTEM,P12993
ZN,METAL BINDING PROTEIN,A0A0H3LM39
MG,CELL ADHESION,Q15063
ZN,CHLOROPLASTIC MALATE DEHYDROGENASE,P17606
ZN,CHLOROPLASTIC MALATE DEHYDROGENASE,P17606
ZN,SIGNALING PROTEIN,Q64288
ZN,SIGNALING PROTEIN,Q64288
ZN,SIGNALING PROTEIN,P44007
ZN,TRANSCRIPTION,Q2FZ56
CU,VIRAL PROTEIN,Q83389
FE2,OXIDOREDUCTASE,G2IKE5
ZN,MEMBRANE PROTEIN/IMMUNE SYSTEM,Q86V24
MN,TRANSFERASE,P0AG16
MG,MEMBRANE PROTEIN,P18895
CU,MEMBRANE PROTEIN,P18895
ZN,CELL CYCLE,O15392
ZN,TRANSPORT PROTEIN,P02754
ZN,TRANSCRIPTION,Q9FFF5
ZN,TRANSCRIPTION,B6VGX5
ZN,TRANSCRIPTION,B6VGX5
ZN,IMMUNE SYSTEM,P12314
ZN,VIRAL PROTEIN,A0A1J0MGR2
MG,TRANSPORT PROTEIN,P06129
ZN,MOTOR PROTEIN,Q5SLC9
MG,MEMBRANE PROTEIN/HORMONE, Calcitonin gene-related peptide type 1 receptor fusion protein"
ZN,METAL TRANSPORT,Q99XV3
ZN,RECOMBINATION,Q8RDI4
ZN,GENE REGULATION,Q24459
MG,PLANT PROTEIN,G1K3R9
ZN,GENE REGULATION,Q12830
CO,UNKNOWN FUNCTION,Q83DW0
MG,SIGNALING PROTEIN,A0A0M5I297
ZN,PROTEIN BINDING,P19508
MN,DNA BINDING PROTEIN,P9WMK7
MG,STRUCTURAL PROTEIN,E1BQ43
ZN,GROWTH FACTOR,P01139
ZN,METALLOCARBOXYPEPTIDASE,P06621
ZN,OXIDOREDUCTASE,P40394
MG,CHAPERONE,P02829
ZN,TRANSPORT PROTEIN,P40482
ZN,OXIDOREDUCTASE,Q5SKS4
MG,RECOMBINATION,O73948
ZN,SUGAR BINDING PROTEIN,Q5KU26
ZN,SUGAR BINDING PROTEIN,Q5KU26
MG,UNKNOWN FUNCTION,A2RUC4
ZN,CELL ADHESION,P02751
ZN,CELL ADHESION,P02751
MG,DNA BINDING PROTEIN,P9WGM7
ZN,RNA BINDING PROTEIN,O42978
ZN,TRANSCRIPTION,Q6CK86
ZN,GENE REGULATION,Q9XI47
MG,"OXIDOREDUCTASE,1.1.1.86
MG,TRANSPORT PROTEIN,Q8BJS4
ZN,LIGASE,P56690
ZN,"Structural Genomics, conserved hypothetical protein"
ZN,DNA BINDING PROTEIN,P9WGD5
ZN,TOXIN,Q9DGB9
ZN,CELL ADHESION,O15943
MN,VIRAL PROTEIN,P0CK31
ZN,HYDROLASE/IMMUNE SYSTEM,P61823
ZN,RNA BINDING PROTEIN,Q12339
ZN,METAL BINDING PROTEIN,Q75NZ1
CO,TRANSCRIPTION,A0A0X8K2V1
ZN,UNKNOWN FUNCTION,Q838R9
ZN,TRANSCRIPTION,Q07428
ZN,METAL BINDING PROTEIN,B2ZCS6
ZN,METAL BINDING PROTEIN,B2ZCS6
ZN,METAL BINDING PROTEIN,B2ZCS6
ZN,OXIDOREDUCTASE,
ZN,METAL BINDING PROTEIN,E2AXC7
NI,NUCLEAR PROTEIN,Q8IUF8
NI,NUCLEAR PROTEIN,Q8IUF8
NI,NUCLEAR PROTEIN,Q8IUF8
MG,ADP binding protein,A0A183CD52
ZN,TRANSPORT PROTEIN,Q9U556
ZN,TRANSPORT PROTEIN,Q9U556
NI,CHAPERONE,P0A6Z3
ZN,DNA excision repair,P56981
NI,TRANSPORT PROTEIN,O43896
MG,"STRUCTURAL GENOMICS,
ZN,"STRUCTURAL GENOMICS,
ZN,SIGNALING PROTEIN,P15882
ZN,SIGNALING PROTEIN,P15882
ZN,SIGNALING PROTEIN,O43813
MN,UNKNOWN FUNCTION,P9WLZ7
ZN,OXIDOREDUCTASE,Q7SI09
ZN,METAL BINDING PROTEIN,A4VY63
ZN,NUCLEAR PROTEIN/METAL BINDING PROTEIN,O95863
ZN,NUCLEAR PROTEIN/METAL BINDING PROTEIN,O95863
ZN,NUCLEAR PROTEIN/METAL BINDING PROTEIN,O95863
ZN,Viral Protein/VPX-BINDING PROTEIN,Q7ZB17
ZN,CELL CYCLE,Q9P802
MG,SIGNALING PROTEIN,A0A1W2VN00
MG,SIGNALING PROTEIN,A0A1W2VN01
ZN,TRANSCRIPTION,Q9M2B4
NI,SIGNALING PROTEIN,Q9VCR6
ZN,TOXIN,P0DJY7
ZN,PROTEIN BINDING,Q9CQV6
ZN,SIGNALING PROTEIN,Q13489
ZN,UNKNOWN FUNCTION,A0R095
MG,IMMUNE SYSTEM,P00451
ZN,METAL BINDING PROTEIN,Q9UGI8
ZN,METAL BINDING PROTEIN,Q9UGI8
ZN,METAL BINDING PROTEIN,Q9UGI8
ZN,METAL BINDING PROTEIN,Q9UGI8
NI,ENDOCYTOSIS,P84092
ZN,DNA BINDING PROTEIN,A6TGC5
ZN,DNA BINDING PROTEIN,A6TGC5
ZN,"STRUCTURAL GENOMICS,
CU,ALLERGEN,B3STU4
ZN,"REPLICATION,
ZN,TRANSCRIPTION,Q9V9W8
CO,KETOLISOMERASE,P45687
MG,"STRUCTURAL GENOMICS,
MG,SIGNALING PROTEIN,B8GZM2
NI,"STRUCTURAL GENOMICS,
NI,IMMUNE SYSTEM,O34000
ZN,IMMUNE SYSTEM,P12018
ZN,GENE REGULATION,P9WN85
MN,"STRUCTURAL GENOMICS,
ZN,LIGAND BINDING PROTEIN,O30288
ZN,DNA BINDING PROTEIN,P20201
ZN,DNA BINDING PROTEIN,P20201
ZN,"METAL BINDING,
MN,REPLICATION,P13921
MG,REPLICATION,P13921
ZN,PROTEIN TRANSPORT,
ZN,TRANSPORT PROTEIN,P49791
ZN,METAL BINDING PROTEIN,Q79EF9
NI,REPLICATION,I3UIB4
ZN,TRANSPORT PROTEIN,Q8RE65
ZN,TRANSPORT PROTEIN,Q8RE65
ZN,TRANSPORT PROTEIN,Q8RE65
ZN,TRANSCRIPTION,Q700D2
CO,DNA BINDING PROTEIN,Q01543
MG,SIGNALING PROTEIN,P41180
ZN,"APOPTOSIS,
ZN,TOXIN,Q7T1K6
NI,NUCLEAR RECEPTOR,
MG,PROTEIN BINDING,P54300
MN,NUCLEOTIDYLTRANSFERASE,P06766
MG,HYDROLASE,P53184
ZN,PROTEIN BINDING,Q9ZVD0
ZN,OXIDOREDUCTASE,B2ZRE3
FE,METAL TRANSPORT,Q8U2T8
ZN,MEMBRANE PROTEIN,P41181
MG,TRANSPORT PROTEIN,
ZN,MEMBRANE PROTEIN,F4JP36
ZN,MEMBRANE PROTEIN,F4JP36
MG,MEMBRANE PROTEIN,Q8A5H6
ZN,VIRAL PROTEIN,P10215
ZN,GENE REGULATION,Q9Y3Y4
ZN,DNA BINDING PROTEIN,P27694
ZN,LIGASE,Q8NW68
MG,VIRUS,Q4TVT6
CU,BLOOD CLOTTING,Q28107
ZN,TRANSLATION,Q8U3I5
ZN,DNA BINDING PROTEIN,Q9UXG1
MG,SIGNALING PROTEIN,Q9I045
FE,METAL BINDING PROTEIN,Q3J696
ZN,METAL TRANSPORT,Q1LCD7
ZN,Transcription regulator,Q9KIJ2
ZN,PROTEIN BINDING,
NI,CELL ADHESION,Q6G2A9
ZN,METAL BINDING PROTEIN,Q45588
NI,GROWTH FACTOR,P21802
MG,CHEMOTAXIS,Q56312
MG,RECOMBINATION,P0A7G6
ZN,IMMUNE SYSTEM,P60568
MG,CELL CYCLE/CHAPERONE,Q9QUI0
ZN,PROTEIN TRANSPORT,A0A3Q0L2V2
ZN,TRANSCRIPTION,Q8YAF1
ZN,SIGNALING PROTEIN,P12755
ZN,PROTEIN BINDING/VIRAL PROTEIN,P11207
ZN,PROTEIN BINDING/VIRAL PROTEIN,P11207
ZN,TRANSCRIPTION,P50456
ZN,SIGNALING PROTEIN,P0AE85
ZN,TRANSPORT PROTEIN,P64605
ZN,TRANSPORT PROTEIN,O75311
ZN,TOXIN,Q1I8U1
ZN,TOXIN,Q1I8U1
ZN,PROTEIN TRANSPORT,Q9BI08
MG,"STRUCTURAL GENOMICS,
ZN,TRANSPORT PROTEIN,P69380
ZN,TRANSPORT PROTEIN,P69380
ZN,HYDROLASE,Q58542
FE,TRANSLATION,
MG,"Structural Genomics,
ZN,VIRAL PROTEIN,G3G955
MG,METAL TRANSPORT,P06971
CU,OXIDOREDUCTASE,Q16853
CU,OXIDOREDUCTASE,Q16853
CU,OXIDOREDUCTASE,Q16853
MG,transcription regulator,O30989
ZN,TRANSPORT PROTEIN,
ZN,DNA BINDING PROTEIN/PROTEIN BINDING,P0CF65
ZN,TOXIN/IMMUNE SYSTEM,P01552
MG,BIOSYNTHETIC PROTEIN,A0QUG3
ZN,REPLICATION,O27798
ZN,Recombination/DNA binding,Q7ZV09
ZN,TRANSCRIPTION ACTIVATOR,P0ABY7
ZN,SIGNALING PROTEIN,Q91V27
ZN,SIGNALING PROTEIN,Q91V27
CO,CYTOKINE/CYTOKINE RECEPTOR,P20333
ZN,CHAPERONE,
ZN,PROTEIN BINDING,
ZN,SIGNALING PROTEIN,O95267
ZN,SIGNALING PROTEIN,O95267
MN,RNA BINDING PROTEIN,Q8U1S6
MN,RNA BINDING PROTEIN,Q8U1S6
NI,IMMUNE SYSTEM,P01563
ZN,SIGNALING PROTEIN,Q8TCG1
ZN,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR,P29375
ZN,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR,P29375
MG,"CYTOKINE,
ZN,SIGNALING PROTEIN,Q96QV1
ZN,METAL BINDING PROTEIN,
ZN,METAL BINDING PROTEIN,
ZN,SPLICING,Q7RTV0
ZN,SPLICING,Q7RTV0
MG,"structural genomics,
MG,PROTEIN TRANSPORT,P33307
ZN,SPLICING,Q7RTV0
MG,TRANSPORT PROTEIN,Q8A6W3
MG,TRANSPORT PROTEIN,Q8A6W4
ZN,SPLICING,P19736
ZN,METAL BINDING PROTEIN,Q44582
ZN,OXIDOREDUCTASE,Q04894
ZN,VIRAL PROTEIN,P04637
ZN,METAL BINDING PROTEIN,A0A0M3KL72
ZN,SIGNALING PROTEIN,P52757
ZN,PROTEIN BINDING,P0DQD2
ZN,PROTEIN BINDING,P0DQD2
ZN,"structural genomics,
CU,CELL ADHESION,P10287
CU,CELL ADHESION,P10287
ZN,OXYGEN STORAGE/Transport,A0A0M3KKY1
ZN,TRANSLATION,Q97W59
ZN,MEMBRANE PROTEIN,Q9JZN9
ZN,CELL ADHESION,
MN,PHOTOSYNTHESIS,P0A444
ZN,CELL ADHESION,Q3UH53
MG,PROTEIN BINDING/PROTEIN BINDING,D1A4G7
ZN,GENE REGULATION,Q9HCI7
ZN,GENE REGULATION,Q9HCI7
ZN,SIGNALING PROTEIN,P28026
ZN,CYTOKINE,Q9WV56
MN,TRANSFERASE,P41743
ZN,PROTEIN BINDING,P04275
CU,OXYGEN STORAGE/TRANSPORT,P83040
ZN,VIRAL PROTEIN,B7U676
ZN,DNA BINDING PROTEIN,P38957
MG,TOXIN,O18423
CO,VIRUS LIKE PARTICLE,Q703G9
MN,CELL ADHESION,P09803
ZN,DNA BINDING PROTEIN,P9WQK7
ZN,DNA BINDING PROTEIN,P9WQK7
ZN,DNA BINDING PROTEIN,P9WQK7
ZN,SIGNALING PROTEIN,Q9UGI0
MN,TRANSPORT PROTEIN,F9L8R0
ZN,RIBOSOME,
ZN,LYASE,A3MWV9
ZN,SIGNALING PROTEIN,P40748
ZN,MEMBRANE PROTEIN,P78423
MG,CELL ADHESION,P20702
ZN,GENE REGULATION,C1CZ84
ZN,SIGNALING PROTEIN,P0CG47
ZN,LIM DOMAIN CONTAINING PROTEINS,Q05158
ZN,VIRAL PROTEIN,P05961
ZN,VIRAL PROTEIN,P05961
ZN,TRANSCRIPTION REGULATION,P07248
ZN,CONTRACTILE,P67966
ZN,VIRAL PROTEIN,P28990
ZN,VIRAL PROTEIN,P28990
ZN,TRANSLATION/REGULATION PROTEIN,P41772
CU,ELECTRON TRANSPORT,P0C918
ZN,DNA BINDING PROTEIN,P23025
ZN,VIRAL PROTEIN,P11284
ZN,VIRAL PROTEIN,P11284
ZN,ELECTRON TRANSPORT,Q9XG40
ZN,GENE REGULATION,O95628
ZN,GENE REGULATION,O95628
ZN,CHAPERONE,P08622
ZN,CHAPERONE,P08622
ZN,TRANSCRIPTION,Q9UIG0
ZN,TRANSCRIPTION,Q9UIG0
ZN,TRANSCRIPTION,Q13263
ZN,TRANSCRIPTION,Q13263
ZN,ZINC-BINDING PROTEIN,Q92021
ZN,TRANSCRIPTION,Q9VPQ6
ZN,METAL BINDING PROTEIN,P47224
ZN,DNA-BINDING RECEPTOR,P10826
ZN,DNA-BINDING RECEPTOR,P10826
ZN,METAL BINDING PROTEIN,Q05158
ZN,METAL BINDING PROTEIN,P63255
ZN,METAL BINDING PROTEIN,P63255
ZN,DNA BINDING PROTEIN,Q9LRB7
ZN,DNA BINDING PROTEIN,Q9LRB7
ZN,ANTITUMOR,P38398
ZN,ANTITUMOR,Q99728
ZN,ANTITUMOR,Q99728
ZN,TRANSLATION,Q57562
ZN,PROTEIN BINDING,Q92793
ZN,DNA BINDING PROTEIN,Q92794
ZN,VIRAL PROTEIN,P18042
ZN,TRANSCRIPTION REGULATION,P08153
ZN,TRANSLATION,O27797
ZN,DNA BINDING PROTEIN,Q60980
ZN,METAL BINDING PROTEIN,P70475
ZN,TRANSCRIPTION REGULATION,P0CS82
ZN,PROTEIN BINDING,Q9ES54
ZN,"STRUCTURAL GENOMICS,
ZN,METAL BINDING PROTEIN,Q5EBH1
ZN,METAL BINDING PROTEIN,Q5EBH1
ZN,TRANSCRIPTION REGULATION,P23193
ZN,METAL BINDING PROTEIN,P48059
ZN,METAL BINDING PROTEIN,P48059
ZN,DNA BINDING PROTEIN,Q9S7A9
ZN,DNA BINDING PROTEIN,Q9S7A9
ZN,DNA BINDING PROTEIN,Q8S9G8
ZN,DNA BINDING PROTEIN,Q8S9G8
ZN,"STRUCTURAL GENOMICS,
ZN,"STRUCTURAL GENOMICS,
ZN,APOPTOSIS,P11862
ZN,METAL BINDING PROTEIN,Q6H8Q1
ZN,METAL BINDING PROTEIN,Q6H8Q1
ZN,METAL BINDING PROTEIN,Q8R3P2
ZN,METAL BINDING PROTEIN,Q8R3P2
ZN,TRANSCRIPTION,P08047
ZN,TRANSCRIPTION,P08047
ZN,ZINC-BINDING PROTEIN,P90495
ZN,ZINC-BINDING PROTEIN,P90495
ZN,DNA BINDING PROTEIN,O81488
ZN,DNA BINDING PROTEIN,Q9C810
ZN,DNA BINDING PROTEIN,Q9C810
ZN,DNA BINDING PROTEIN,
ZN,DNA BINDING PROTEIN,
ZN,DNA BINDING PROTEIN,Q80TJ7
ZN,GENE REGULATION,Q9DAG9
ZN,GENE REGULATION,Q9DAG9
ZN,DNA BINDING PROTEIN,
ZN,DNA BINDING PROTEIN,Q680Q4
ZN,DNA BINDING PROTEIN,Q680Q4
ZN,METAL BINDING PROTEIN,Q9SJM6
ZN,METAL BINDING PROTEIN,Q9SJM6
ZN,METAL TRANSPORT,Q9D7P6
ZN,DNA BINDING PROTEIN,Q9SZ69
ZN,DNA BINDING PROTEIN,Q9SZ69
ZN,METAL BINDING PROTEIN,Q8K0W9
ZN,"Structural genomics,
ZN,"Structural genomics,
ZN,"Structural genomics,
ZN,METAL BINDING PROTEIN,P50876
ZN,METAL BINDING PROTEIN,P50876
ZN,DNA BINDING PROTEIN,Q9S7P5
ZN,METAL BINDING PROTEIN,Q9ULJ3
ZN,METAL BINDING PROTEIN,Q9ULJ3
ZN,DNA BINDING PROTEIN,Q08288
ZN,DNA BINDING PROTEIN,Q08288
ZN,METAL BINDING PROTEIN,Q13643
ZN,METAL BINDING PROTEIN,Q13643
ZN,DNA BINDING PROTEIN,O60281
ZN,METAL BINDING PROTEIN,O60711
ZN,"Structural Genomics,
ZN,"Structural Genomics,
ZN,METAL BINDING PROTEIN,Q14192
ZN,METAL BINDING PROTEIN,Q14192
ZN,METAL BINDING PROTEIN,Q14192
ZN,METAL BINDING PROTEIN,Q14192
ZN,METAL BINDING PROTEIN,Q9UHR6
ZN,METAL BINDING PROTEIN,Q9UHR6
ZN,TRANSCRIPTION,
ZN,CELL ADHESION,Q15654
ZN,CELL ADHESION,Q15654
ZN,STRUCTURAL PROTEIN,O00151
ZN,STRUCTURAL PROTEIN,O00151
ZN,CONTRACTILE PROTEIN,Q13642
ZN,CONTRACTILE PROTEIN,Q13642
ZN,CONTRACTILE PROTEIN,O70209
ZN,PROTEIN BINDING,Q5TD97
ZN,PROTEIN BINDING,Q5TD97
ZN,DNA BINDING PROTEIN,P17028
ZN,DNA BINDING PROTEIN,Q96JM2
ZN,CHAPERONE,P0A6Y5
ZN,"ENDOCYTOSIS/EXOCYTOSIS,
ZN,"ENDOCYTOSIS/EXOCYTOSIS,
ZN,ZINC FINGER DNA BINDING DOMAIN,P08153
ZN,METAL BINDING PROTEIN,P80171
ZN,TRANSCRIPTION,O00488
ZN,RNA BINDING PROTEIN,Q8AVN9
ZN,"VIRAL PROTEIN,
ZN,"VIRAL PROTEIN,
ZN,TRANSLATION,Q980V5
ZN,VIRAL PROTEIN,P32540
ZN,NUCLEOCAPSID PROTEIN,P69732
ZN,NUCLEOCAPSID PROTEIN,P69732
ZN,METAL BINDING PROTEIN,Q8TDZ2
ZN,METAL BINDING PROTEIN,Q8TDZ2
ZN,RIBOSOME,Q8BW10
ZN,STRUCTURAL PROTEIN,P48059
ZN,STRUCTURAL PROTEIN,P48059
ZN,TRANSCRIPTION,Q9H4T2
ZN,TRANSCRIPTION,Q9UPT8
ZN,TRANSCRIPTION,Q9UPT8
ZN,TRANSCRIPTION,Q9H9Z2
ZN,CELL CYCLE,O15151
ZN,PROTEIN TRANSPORT,Q8IYB5
ZN,TRANSLATION,Q9H1B7
ZN,TRANSLATION,Q9H1B7
ZN,TRANSCRIPTION,O60284
ZN,TRANSCRIPTION,O60284
ZN,TRANSCRIPTION,O43298
ZN,"STRUCTURAL GENOMICS,
ZN,"STRUCTURAL GENOMICS,
ZN,GENE REGULATION,Q8WV22
ZN,GENE REGULATION,Q8WV22
ZN,TRANSCRIPTION,P49711
ZN,TRANSCRIPTION,P49711
ZN,TRANSCRIPTION,O96006
ZN,METAL BINDING PROTEIN,Q96EP0
ZN,METAL BINDING PROTEIN,Q96EP0
ZN,METAL BINDING PROTEIN,Q96ME7
ZN,CHAPERONE,Q96EY1
ZN,CHAPERONE,Q96EY1
ZN,TRANSCRIPTION,Q8TF39
ZN,METAL BINDING PROTEIN,Q13642
